# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2025-10-14
#
# GRDC-No.:              1531550
# River:                 WHITE VOLTA
# Station:               PWALAGU
# Country:               GH
# Latitude (DD):       10.5833
# Longitude (DD):      -0.85
# Catchment area (km²):      63350.0
# Altitude (m ASL):        123.0
# Next downstream station:      1531450
# Remarks:               
# Owner of original data: Ghana - Hydrological Services Department
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1951 - 2007
# No. of years:          57
# Last update:           2018-07-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 670
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1994-02-01;--:--;   -999.000;      0.000; 100
1994-03-01;--:--;   -999.000;      0.000; 100
1994-04-01;--:--;   -999.000;      0.000; 100
1994-05-01;--:--;   -999.000;   -999.000;   0
1994-06-01;--:--;   -999.000;   -999.000;   0
1994-07-01;--:--;   -999.000;     22.331; 100
1994-08-01;--:--;   -999.000;   -999.000;   0
1994-09-01;--:--;   -999.000;   1068.573;  93
1994-10-01;--:--;   -999.000;    328.365;  77
1994-11-01;--:--;   -999.000;   -999.000;   0
1994-12-01;--:--;   -999.000;   -999.000;   0
1995-01-01;--:--;   -999.000;   -999.000;   0
1995-02-01;--:--;   -999.000;   -999.000;   0
1995-03-01;--:--;   -999.000;   -999.000;   0
1995-04-01;--:--;   -999.000;   -999.000;   0
1995-05-01;--:--;   -999.000;   -999.000;   0
1995-06-01;--:--;   -999.000;   -999.000;   0
1995-07-01;--:--;   -999.000;   -999.000;   0
1995-08-01;--:--;   -999.000;    363.680; 100
1995-09-01;--:--;   -999.000;   -999.000;   0
1995-10-01;--:--;   -999.000;   -999.000;   0
1995-11-01;--:--;   -999.000;   -999.000;  53
1995-12-01;--:--;   -999.000;      0.000; 100
1996-01-01;--:--;   -999.000;   -999.000;   0
1996-02-01;--:--;   -999.000;      2.222; 100
1996-03-01;--:--;   -999.000;     25.894; 100
1996-04-01;--:--;   -999.000;     15.077; 100
1996-05-01;--:--;   -999.000;     28.039; 100
1996-06-01;--:--;   -999.000;    105.814; 100
1996-07-01;--:--;   -999.000;     58.040; 100
1996-08-01;--:--;   -999.000;    273.172; 100
1996-09-01;--:--;   -999.000;    360.441; 100
1996-10-01;--:--;   -999.000;    109.377; 100
1996-11-01;--:--;   -999.000;     40.720; 100
1996-12-01;--:--;   -999.000;     29.151; 100
1997-01-01;--:--;   -999.000;     29.328; 100
1997-02-01;--:--;   -999.000;   -999.000;   0
1997-03-01;--:--;   -999.000;   -999.000;   0
1997-04-01;--:--;   -999.000;   -999.000;   0
1997-05-01;--:--;   -999.000;   -999.000;   0
1997-06-01;--:--;   -999.000;   -999.000;   0
1997-07-01;--:--;   -999.000;   -999.000;   0
1997-08-01;--:--;   -999.000;   -999.000;   0
1997-09-01;--:--;   -999.000;   -999.000;   0
1997-10-01;--:--;   -999.000;   -999.000;  29
1997-11-01;--:--;   -999.000;   -999.000;  30
1997-12-01;--:--;   -999.000;   -999.000;  52
1998-01-01;--:--;   -999.000;     19.184; 100
1998-02-01;--:--;   -999.000;     26.604; 100
1998-03-01;--:--;   -999.000;     27.201; 100
1998-04-01;--:--;   -999.000;   -999.000;   0
1998-05-01;--:--;   -999.000;     66.363;  97
1998-06-01;--:--;   -999.000;   -999.000;  40
1998-07-01;--:--;   -999.000;   -999.000;  52
1998-08-01;--:--;   -999.000;   -999.000;   0
1998-09-01;--:--;   -999.000;   -999.000;   0
1998-10-01;--:--;   -999.000;   -999.000;   0
1998-11-01;--:--;   -999.000;   -999.000;   0
1998-12-01;--:--;   -999.000;   -999.000;   0
1999-01-01;--:--;   -999.000;   -999.000;   0
1999-02-01;--:--;   -999.000;   -999.000;   0
1999-03-01;--:--;   -999.000;   -999.000;   0
1999-04-01;--:--;   -999.000;   -999.000;  57
1999-05-01;--:--;   -999.000;     54.498;  77
1999-06-01;--:--;   -999.000;   -999.000;  43
1999-07-01;--:--;   -999.000;   -999.000;   0
1999-08-01;--:--;   -999.000;    548.187;  68
1999-09-01;--:--;   -999.000;    607.486; 100
1999-10-01;--:--;   -999.000;   -999.000;   0
1999-11-01;--:--;   -999.000;   -999.000;   0
1999-12-01;--:--;   -999.000;   -999.000;   0
2000-01-01;--:--;   -999.000;    260.163; 100
2000-02-01;--:--;   -999.000;     38.783; 100
2000-03-01;--:--;   -999.000;     53.497; 100
2000-04-01;--:--;   -999.000;     52.970; 100
2000-05-01;--:--;   -999.000;     49.634; 100
2000-06-01;--:--;   -999.000;   -999.000;  50
2000-07-01;--:--;   -999.000;    113.417;  87
2000-08-01;--:--;   -999.000;    343.154; 100
2000-09-01;--:--;   -999.000;    143.133; 100
2000-10-01;--:--;   -999.000;   -999.000;  32
2000-11-01;--:--;   -999.000;     20.250; 100
2000-12-01;--:--;   -999.000;      5.039; 100
2001-01-01;--:--;   -999.000;      1.898;  77
2001-02-01;--:--;   -999.000;     12.610; 100
2001-03-01;--:--;   -999.000;     14.547; 100
2001-04-01;--:--;   -999.000;     23.210; 100
2001-05-01;--:--;   -999.000;     22.398; 100
2001-06-01;--:--;   -999.000;     41.617; 100
2001-07-01;--:--;   -999.000;     25.813;  81
2001-08-01;--:--;   -999.000;     36.776; 100
2001-09-01;--:--;   -999.000;   -999.000;   0
2001-10-01;--:--;   -999.000;   -999.000;   0
2001-11-01;--:--;   -999.000;   -999.000;   0
2001-12-01;--:--;   -999.000;   -999.000;   0
2002-01-01;--:--;   -999.000;   -999.000;   0
2002-02-01;--:--;   -999.000;   -999.000;   0
2002-03-01;--:--;   -999.000;   -999.000;   0
2002-04-01;--:--;   -999.000;   -999.000;   0
2002-05-01;--:--;   -999.000;   -999.000;   0
2002-06-01;--:--;   -999.000;     63.531; 100
2002-07-01;--:--;   -999.000;     51.321; 100
2002-08-01;--:--;   -999.000;    177.932; 100
2002-09-01;--:--;   -999.000;    131.356; 100
2002-10-01;--:--;   -999.000;     93.894; 100
2002-11-01;--:--;   -999.000;   -999.000;  60
2002-12-01;--:--;   -999.000;   -999.000;  55
2003-01-01;--:--;   -999.000;     30.902;  71
2003-02-01;--:--;   -999.000;     34.600; 100
2003-03-01;--:--;   -999.000;     40.563; 100
2003-04-01;--:--;   -999.000;     34.353; 100
2003-05-01;--:--;   -999.000;     39.701; 100
2003-06-01;--:--;   -999.000;     66.169; 100
2003-07-01;--:--;   -999.000;    207.435; 100
2003-08-01;--:--;   -999.000;    375.827; 100
2003-09-01;--:--;   -999.000;    712.842; 100
2003-10-01;--:--;   -999.000;    174.558; 100
2003-11-01;--:--;   -999.000;     59.154; 100
2003-12-01;--:--;   -999.000;     34.475; 100
2004-01-01;--:--;   -999.000;     18.255; 100
2004-02-01;--:--;   -999.000;     32.859; 100
2004-03-01;--:--;   -999.000;     39.034; 100
2004-04-01;--:--;   -999.000;     53.269; 100
2004-05-01;--:--;   -999.000;     66.553; 100
2004-06-01;--:--;   -999.000;     87.061; 100
2004-07-01;--:--;   -999.000;    168.047; 100
2004-08-01;--:--;   -999.000;    271.169; 100
2004-09-01;--:--;   -999.000;    241.589; 100
2004-10-01;--:--;   -999.000;     53.563; 100
2004-11-01;--:--;   -999.000;     28.949; 100
2004-12-01;--:--;   -999.000;     15.957; 100
2005-01-01;--:--;   -999.000;     16.513; 100
2005-02-01;--:--;   -999.000;     32.944; 100
2005-03-01;--:--;   -999.000;     29.083; 100
2005-04-01;--:--;   -999.000;     28.921; 100
2005-05-01;--:--;   -999.000;     41.750; 100
2005-06-01;--:--;   -999.000;    130.577; 100
2005-07-01;--:--;   -999.000;    155.299; 100
2005-08-01;--:--;   -999.000;    254.378; 100
2005-09-01;--:--;   -999.000;    304.378; 100
2005-10-01;--:--;   -999.000;     82.954; 100
2005-11-01;--:--;   -999.000;     45.622; 100
2005-12-01;--:--;   -999.000;     37.704; 100
2006-01-01;--:--;   -999.000;     21.313; 100
2006-02-01;--:--;   -999.000;     25.409; 100
2006-03-01;--:--;   -999.000;     15.971; 100
2006-04-01;--:--;   -999.000;     33.935; 100
2006-05-01;--:--;   -999.000;     48.563; 100
2006-06-01;--:--;   -999.000;     60.282; 100
2006-07-01;--:--;   -999.000;    111.257; 100
2006-08-01;--:--;   -999.000;    104.205; 100
2006-09-01;--:--;   -999.000;    308.538; 100
2006-10-01;--:--;   -999.000;    253.787; 100
2006-11-01;--:--;   -999.000;     50.762; 100
2006-12-01;--:--;   -999.000;     35.336; 100
2007-01-01;--:--;   -999.000;     38.905; 100
2007-02-01;--:--;   -999.000;     21.675; 100
