# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2025-10-14
#
# GRDC-No.:              1531600
# River:                 WHITE VOLTA
# Station:               YARUGU
# Country:               GH
# Latitude (DD):       10.98
# Longitude (DD):      -0.4
# Catchment area (km²):      41550.0
# Altitude (m ASL):        170.0
# Next downstream station:      1531550
# Remarks:               
# Owner of original data: Ghana - Hydrological Services Department
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1966 - 2007
# No. of years:          42
# Last update:           2018-07-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 492
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1999-03-01;--:--;   -999.000;    121.391; 100
1999-04-01;--:--;   -999.000;    117.314; 100
1999-05-01;--:--;   -999.000;     62.164; 100
1999-06-01;--:--;   -999.000;     50.206; 100
1999-07-01;--:--;   -999.000;    248.640;  97
1999-08-01;--:--;   -999.000;   -999.000;  29
1999-09-01;--:--;   -999.000;   -999.000;   0
1999-10-01;--:--;   -999.000;   -999.000;   0
1999-11-01;--:--;   -999.000;   -999.000;   0
1999-12-01;--:--;   -999.000;   -999.000;   0
2000-01-01;--:--;   -999.000;   -999.000;   0
2000-02-01;--:--;   -999.000;   -999.000;   0
2000-03-01;--:--;   -999.000;   -999.000;   0
2000-04-01;--:--;   -999.000;   -999.000;   0
2000-05-01;--:--;   -999.000;   -999.000;   0
2000-06-01;--:--;   -999.000;   -999.000;  63
2000-07-01;--:--;   -999.000;     36.402;  90
2000-08-01;--:--;   -999.000;     73.559; 100
2000-09-01;--:--;   -999.000;     24.936; 100
2000-10-01;--:--;   -999.000;      5.334; 100
2000-11-01;--:--;   -999.000;   -999.000;  57
2000-12-01;--:--;   -999.000;   -999.000;   0
2001-01-01;--:--;   -999.000;   -999.000;   0
2001-02-01;--:--;   -999.000;   -999.000;   0
2001-03-01;--:--;   -999.000;   -999.000;   0
2001-04-01;--:--;   -999.000;   -999.000;   0
2001-05-01;--:--;   -999.000;   -999.000;   0
2001-06-01;--:--;   -999.000;    330.129; 100
2001-07-01;--:--;   -999.000;   -999.000;   0
2001-08-01;--:--;   -999.000;   -999.000;   0
2001-09-01;--:--;   -999.000;   -999.000;   0
2001-10-01;--:--;   -999.000;     13.533;  87
2001-11-01;--:--;   -999.000;     10.059; 100
2001-12-01;--:--;   -999.000;     20.532; 100
2002-01-01;--:--;   -999.000;     26.720; 100
2002-02-01;--:--;   -999.000;      8.853; 100
2002-03-01;--:--;   -999.000;      7.855; 100
2002-04-01;--:--;   -999.000;     14.582; 100
2002-05-01;--:--;   -999.000;     14.696; 100
2002-06-01;--:--;   -999.000;     11.741; 100
2002-07-01;--:--;   -999.000;     79.532; 100
2002-08-01;--:--;   -999.000;     31.127; 100
2002-09-01;--:--;   -999.000;    114.690; 100
2002-10-01;--:--;   -999.000;     68.761; 100
2002-11-01;--:--;   -999.000;     23.143; 100
2002-12-01;--:--;   -999.000;     16.928; 100
2003-01-01;--:--;   -999.000;      0.661; 100
2003-02-01;--:--;   -999.000;     18.032; 100
2003-03-01;--:--;   -999.000;     72.110; 100
2003-04-01;--:--;   -999.000;     28.121; 100
2003-05-01;--:--;   -999.000;     29.746; 100
2003-06-01;--:--;   -999.000;     72.304; 100
2003-07-01;--:--;   -999.000;    208.395; 100
2003-08-01;--:--;   -999.000;    387.968; 100
