# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2025-10-14
#
# GRDC-No.:              1531450
# River:                 WHITE VOLTA
# Station:               NAWUNI
# Country:               GH
# Latitude (DD):       9.7
# Longitude (DD):      -1.08
# Catchment area (km²):      92950.0
# Altitude (m ASL):        96.0
# Next downstream station:      1531700
# Remarks:               
# Owner of original data: Ghana - Hydrological Services Department
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1953 - 2007
# No. of years:          55
# Last update:           2018-07-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 646
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2002-02-01;--:--;   -999.000;     58.249; 100
2002-03-01;--:--;   -999.000;     61.912; 100
2002-04-01;--:--;   -999.000;     65.821; 100
2002-05-01;--:--;   -999.000;     56.723; 100
2002-06-01;--:--;   -999.000;     78.116; 100
2002-07-01;--:--;   -999.000;     94.892; 100
2002-08-01;--:--;   -999.000;    490.130; 100
2002-09-01;--:--;   -999.000;    592.188; 100
2002-10-01;--:--;   -999.000;    274.845; 100
2002-11-01;--:--;   -999.000;    109.192; 100
2002-12-01;--:--;   -999.000;     66.825; 100
2003-01-01;--:--;   -999.000;     54.624; 100
2003-02-01;--:--;   -999.000;     55.885; 100
2003-03-01;--:--;   -999.000;     67.412; 100
2003-04-01;--:--;   -999.000;     60.367; 100
2003-05-01;--:--;   -999.000;     58.847; 100
2003-06-01;--:--;   -999.000;    135.173; 100
2003-07-01;--:--;   -999.000;    469.854; 100
2003-08-01;--:--;   -999.000;    713.861; 100
2003-09-01;--:--;   -999.000;   1868.586; 100
2003-10-01;--:--;   -999.000;   1095.016; 100
2003-11-01;--:--;   -999.000;    147.335; 100
2003-12-01;--:--;   -999.000;     72.540; 100
2004-01-01;--:--;   -999.000;     58.697; 100
2004-02-01;--:--;   -999.000;     24.190; 100
2004-03-01;--:--;   -999.000;     67.935; 100
2004-04-01;--:--;   -999.000;     80.025; 100
2004-05-01;--:--;   -999.000;     91.280; 100
2004-06-01;--:--;   -999.000;    120.317; 100
2004-07-01;--:--;   -999.000;    263.612; 100
2004-08-01;--:--;   -999.000;    722.569; 100
2004-09-01;--:--;   -999.000;    968.453; 100
2004-10-01;--:--;   -999.000;    218.880; 100
2004-11-01;--:--;   -999.000;     43.479; 100
2004-12-01;--:--;   -999.000;   -999.000;  42
2005-01-01;--:--;   -999.000;     35.821; 100
2005-02-01;--:--;   -999.000;     50.094; 100
2005-03-01;--:--;   -999.000;     55.675; 100
2005-04-01;--:--;   -999.000;     51.806; 100
2005-05-01;--:--;   -999.000;     56.696; 100
2005-06-01;--:--;   -999.000;    168.291; 100
2005-07-01;--:--;   -999.000;    280.026; 100
2005-08-01;--:--;   -999.000;    368.168; 100
2005-09-01;--:--;   -999.000;    816.922; 100
2005-10-01;--:--;   -999.000;    271.228; 100
2005-11-01;--:--;   -999.000;     86.254;  93
2005-12-01;--:--;   -999.000;     66.764; 100
2006-01-01;--:--;   -999.000;     43.424; 100
2006-02-01;--:--;   -999.000;     48.171; 100
2006-03-01;--:--;   -999.000;     29.972; 100
2006-04-01;--:--;   -999.000;     50.974; 100
2006-05-01;--:--;   -999.000;     86.132; 100
2006-06-01;--:--;   -999.000;     86.125; 100
2006-07-01;--:--;   -999.000;    165.073; 100
2006-08-01;--:--;   -999.000;    222.060; 100
2006-09-01;--:--;   -999.000;    862.906; 100
2006-10-01;--:--;   -999.000;    640.471; 100
2006-11-01;--:--;   -999.000;    123.203; 100
2006-12-01;--:--;   -999.000;     63.420; 100
2007-01-01;--:--;   -999.000;     61.083; 100
2007-02-01;--:--;   -999.000;     39.869; 100
