date,discharge,rainfall_mm,soi_index,discharge_lag_1,rainfall_lag_1,discharge_lag_2,rainfall_lag_2,discharge_lag_3,rainfall_lag_3,discharge_lag_4,rainfall_lag_4,discharge_lag_5,rainfall_lag_5,discharge_lag_6,rainfall_lag_6,discharge_lag_7,rainfall_lag_7,rainfall_ma_7,rainfall_ma_30,month,target_discharge_t+7
1981-01-30,9.141,0.0205697518759252,0.27,9.65,0.034405008477431,9.65,0.1125064230409855,9.65,0.6288410495889576,12.537,0.7684587506733894,10.782,0.0002919303036206225,10.782,0.0,10.782,0.1995010311464343,0.22358184485147276,0.10505526344496939,1,7.132
1981-01-31,9.141,0.1813867943879033,0.27,9.141,0.0205697518759252,9.65,0.034405008477431,9.65,0.1125064230409855,9.65,0.6288410495889576,12.537,0.7684587506733894,10.782,0.0002919303036206225,10.782,0.0,0.24949424404974468,0.11028167648475293,1,6.679
1981-02-01,8.603,0.0221561986643,-0.47,9.141,0.1813867943879033,9.141,0.0205697518759252,9.65,0.034405008477431,9.65,0.1125064230409855,9.65,0.6288410495889576,12.537,0.7684587506733894,10.782,0.0002919303036206225,0.2526177109584132,0.11101999605822159,2,6.679
1981-02-02,8.603,0.3768184142745834,-0.47,8.603,0.0221561986643,9.141,0.1813867943879033,9.141,0.0205697518759252,9.65,0.034405008477431,9.65,0.1125064230409855,9.65,0.6288410495889576,12.537,0.7684587506733894,0.19666909147286943,0.12358060986737437,2,6.679
1981-02-03,8.094,0.3296311383042956,-0.47,8.603,0.3768184142745834,8.603,0.0221561986643,9.141,0.1813867943879033,9.141,0.0205697518759252,9.65,0.034405008477431,9.65,0.1125064230409855,9.65,0.6288410495889576,0.15392481843220343,0.12311730930630065,2,6.679
1981-02-04,7.584,0.2519472686055734,-0.47,8.094,0.3296311383042956,8.603,0.3768184142745834,8.603,0.0221561986643,9.141,0.1813867943879033,9.141,0.0205697518759252,9.65,0.034405008477431,9.65,0.1125064230409855,0.17384493922714458,0.13144456435518695,2,6.226
1981-02-05,7.584,0.0907945416952689,-0.47,7.584,0.2519472686055734,8.094,0.3296311383042956,8.603,0.3768184142745834,8.603,0.0221561986643,9.141,0.1813867943879033,9.141,0.0205697518759252,9.65,0.034405008477431,0.18190058682969282,0.13442814481643345,2,6.226
1981-02-06,7.132,0.0629989481180262,-0.47,7.584,0.0907945416952689,7.584,0.2519472686055734,8.094,0.3296311383042956,8.603,0.3768184142745834,8.603,0.0221561986643,9.141,0.1813867943879033,9.141,0.0205697518759252,0.1879619005785644,0.13652309861993975,2,6.226
1981-02-07,6.679,0.1121694726937252,-0.47,7.132,0.0629989481180262,7.584,0.0907945416952689,7.584,0.2519472686055734,8.094,0.3296311383042956,8.603,0.3768184142745834,8.603,0.0221561986643,9.141,0.1813867943879033,0.17807371176511036,0.13438822649543805,2,5.773
1981-02-08,6.679,0.3047673608608596,-0.47,6.679,0.1121694726937252,7.132,0.0629989481180262,7.584,0.0907945416952689,7.584,0.2519472686055734,8.094,0.3296311383042956,8.603,0.3768184142745834,8.603,0.0221561986643,0.21844673493604747,0.14443613841912342,2,5.773
1981-02-09,6.679,0.0805949808408922,-0.47,6.679,0.3047673608608596,6.679,0.1121694726937252,7.132,0.0629989481180262,7.584,0.0907945416952689,7.584,0.2519472686055734,8.094,0.3296311383042956,8.603,0.3768184142745834,0.17612910158837727,0.14556468084899446,2,5.773
1981-02-10,6.679,0.2591983076803611,-0.47,6.679,0.0805949808408922,6.679,0.3047673608608596,6.679,0.1121694726937252,7.132,0.0629989481180262,7.584,0.0907945416952689,7.584,0.2519472686055734,8.094,0.3296311383042956,0.16606726864210095,0.15240391739933798,2,5.773
1981-02-11,6.226,0.4769955310746555,-0.47,6.679,0.2591983076803611,6.679,0.0805949808408922,6.679,0.3047673608608596,6.679,0.1121694726937252,7.132,0.0629989481180262,7.584,0.0907945416952689,7.584,0.2519472686055734,0.1982170204233984,0.16763359982714798,2,5.377
1981-02-12,6.226,0.1489559281138819,-0.47,6.226,0.4769955310746555,6.679,0.2591983076803611,6.679,0.0805949808408922,6.679,0.3047673608608596,6.679,0.1121694726937252,7.132,0.0629989481180262,7.584,0.0907945416952689,0.20652578991177167,0.16921256604783913,2,5.377
1981-02-13,6.226,0.6159847335553309,-0.47,6.226,0.1489559281138819,6.226,0.4769955310746555,6.679,0.2591983076803611,6.679,0.0805949808408922,6.679,0.3047673608608596,6.679,0.1121694726937252,7.132,0.0629989481180262,0.28552375925995804,0.1846488683618888,2,5.377
1981-02-14,5.773,0.1382762771579022,-0.47,6.226,0.6159847335553309,6.226,0.1489559281138819,6.226,0.4769955310746555,6.679,0.2591983076803611,6.679,0.0805949808408922,6.679,0.3047673608608596,6.679,0.1121694726937252,0.28925330275484046,0.18432974385829465,2,4.952
1981-02-15,5.773,1.201147060972316,-0.47,5.773,0.1382762771579022,6.226,0.6159847335553309,6.226,0.1489559281138819,6.226,0.4769955310746555,6.679,0.2591983076803611,6.679,0.0805949808408922,6.679,0.3047673608608596,0.41730754562790573,0.22357320601091143,2,4.952
1981-02-16,5.773,0.5865456585804337,-0.47,5.773,1.201147060972316,5.773,0.1382762771579022,6.226,0.6159847335553309,6.226,0.1489559281138819,6.226,0.4769955310746555,6.679,0.2591983076803611,6.679,0.0805949808408922,0.48958621387641166,0.24129108139148225,2,4.952
1981-02-17,5.773,0.3043648170313554,-0.47,5.773,0.5865456585804337,5.773,1.201147060972316,5.773,0.1382762771579022,6.226,0.6159847335553309,6.226,0.1489559281138819,6.226,0.4769955310746555,6.679,0.2591983076803611,0.4960385723551251,0.24989089539828385,2,4.952
1981-02-18,5.377,0.5684026514781656,-0.47,5.773,0.3043648170313554,5.773,0.5865456585804337,5.773,1.201147060972316,5.773,0.1382762771579022,6.226,0.6159847335553309,6.226,0.1489559281138819,6.226,0.4769955310746555,0.5090967324127694,0.26750502332174697,2,4.952
1981-02-19,5.377,1.2231652900504804,-0.47,5.377,0.5684026514781656,5.773,0.3043648170313554,5.773,0.5865456585804337,5.773,1.201147060972316,5.773,0.1382762771579022,6.226,0.6159847335553309,6.226,0.1489559281138819,0.6625552126894263,0.3082707018382024,2,4.952
1981-02-20,5.377,3.9525771508857166,-0.47,5.377,1.2231652900504804,5.377,0.5684026514781656,5.773,0.3043648170313554,5.773,0.5865456585804337,5.773,1.201147060972316,5.773,0.1382762771579022,6.226,0.6159847335553309,1.1392112723080527,0.4389589312135305,2,4.556
1981-02-21,4.952,0.6000147294091557,-0.47,5.377,3.9525771508857166,5.377,1.2231652900504804,5.377,0.5684026514781656,5.773,0.3043648170313554,5.773,0.5865456585804337,5.773,1.201147060972316,5.773,0.1382762771579022,1.2051739083439463,0.45511557331806424,2,4.556
1981-02-22,4.952,1.4804444284558285,-0.47,4.952,0.6000147294091557,5.377,3.9525771508857166,5.377,1.2231652900504804,5.377,0.5684026514781656,5.773,0.3043648170313554,5.773,0.5865456585804337,5.773,1.201147060972316,1.2450735322701623,0.4978136865617107,2,5.165260162601626
1981-02-23,4.952,0.6444513005310006,-0.47,4.952,1.4804444284558285,4.952,0.6000147294091557,5.377,3.9525771508857166,5.377,1.2231652900504804,5.377,0.5684026514781656,5.773,0.3043648170313554,5.773,0.5865456585804337,1.253345766834529,0.5192953965794107,2,5.774520325203252
1981-02-24,4.952,0.7602293859612764,-0.47,4.952,0.6444513005310006,4.952,1.4804444284558285,4.952,0.6000147294091557,5.377,3.9525771508857166,5.377,1.2231652900504804,5.377,0.5684026514781656,5.773,0.3043648170313554,1.3184692766816606,0.5446266451013326,2,6.383780487804878
1981-02-25,4.952,0.2296116638162774,-0.47,4.952,0.7602293859612764,4.952,0.6444513005310006,4.952,1.4804444284558285,4.952,0.6000147294091557,5.377,3.9525771508857166,5.377,1.2231652900504804,5.377,0.5684026514781656,1.2700705641585337,0.5266650755394289,2,6.993040650406504
1981-02-26,4.952,0.1585996531672615,-0.47,4.952,0.2296116638162774,4.952,0.7602293859612764,4.952,0.6444513005310006,4.952,1.4804444284558285,4.952,0.6000147294091557,5.377,3.9525771508857166,5.377,1.2231652900504804,1.1179897588895025,0.5109903623253723,2,7.602300813008131
1981-02-27,4.556,0.5565027356100494,-0.47,4.952,0.1585996531672615,4.952,0.2296116638162774,4.952,0.7602293859612764,4.952,0.6444513005310006,4.952,1.4804444284558285,4.952,0.6000147294091557,5.377,3.9525771508857166,0.6328362709929785,0.5257902394110078,2,8.211560975609757
1981-02-28,4.556,0.3012711462813286,-0.47,4.556,0.5565027356100494,4.952,0.1585996531672615,4.952,0.2296116638162774,4.952,0.7602293859612764,4.952,0.6444513005310006,4.952,1.4804444284558285,4.952,0.6000147294091557,0.5901586162604318,0.5346857773378044,2,8.820821138211382
1981-03-01,5.165260162601626,0.2063300454461616,-2.01,4.556,0.3012711462813286,4.556,0.5565027356100494,4.952,0.1585996531672615,4.952,0.2296116638162774,4.952,0.7602293859612764,4.952,0.6444513005310006,4.952,1.4804444284558285,0.4081422758304794,0.5408777871234789,3,9.430081300813008
